group_0,group_1,group_2,group_3,group_4,group_5,group_6,group_7,group_8,group_9,group_10,group_11,group_12,group_13,group_14,group_15,group_16,group_17,group_18,group_19
591,985,636,189,879,170,1184,311,337,800,142,658,552,1010,276,357,1360,1345,20,235
69,638,550,916,1174,1232,1334,598,840,1429,450,351,1198,369,310,998,222,554,93,510
1045,800,5,715,877,967,1007,344,174,687,1380,402,1420,151,8,355,1115,363,1283,380
701,794,59,1110,650,458,1372,32,562,204,1419,662,8,1410,428,378,1244,459,539,765
767,979,1237,1089,1356,422,1288,229,1236,868,596,943,151,362,161,124,377,65,283,1426
900,1250,1241,356,1044,2,1308,1282,1341,1386,647,874,1160,0,1184,1330,135,1193,844,1336
561,1436,420,1035,587,396,194,49,875,779,17,297,1440,1318,1163,849,1356,1248,325,780
342,411,0,1289,1372,559,1263,864,195,632,719,19,1263,291,1343,542,767,1206,209,151
1273,584,416,1062,726,1155,899,1009,1089,476,1412,1405,138,1136,1114,894,579,683,1409,403
472,1425,1033,63,945,1380,689,1433,892,452,1157,1205,343,1252,1215,941,330,107,399,555
1381,398,181,1313,742,979,30,1303,1309,277,442,108,819,720,152,1153,728,568,466,664
188,377,933,388,1347,1245,353,1159,1090,369,1160,907,420,882,1121,968,971,729,558,388
159,718,726,422,586,668,180,862,814,1067,65,655,441,554,614,495,214,492,55,301
30,417,1299,1424,125,1168,1100,1086,1008,1426,692,523,1272,862,731,1305,1178,7,397,1247
204,747,1087,426,931,1051,613,44,1,736,1150,1236,640,622,222,381,1261,1379,1178,768
844,709,722,792,971,539,559,1160,569,317,1260,251,375,1232,1003,1340,390,1249,135,318
1187,175,509,1176,1096,1089,1292,1318,214,65,465,62,1220,770,495,881,1084,1155,1095,332
37,1084,1371,905,1145,577,248,803,1160,50,248,832,864,1116,91,275,525,42,731,1323
1310,688,867,1030,729,110,819,1167,1202,343,494,142,1004,112,1314,354,215,1090,1378,889
420,419,224,82,1034,1079,28,1097,1375,435,584,1155,1310,801,50,572,497,286,510,415
4,759,755,519,1092,488,127,854,540,524,821,840,1079,553,133,1144,567,62,982,799
684,1195,1387,337,1293,1263,829,922,363,100,252,42,434,1181,366,871,621,303,777,381
995,503,273,314,442,428,1280,136,1294,845,775,749,44,1380,525,813,720,598,577,78
1438,400,1254,665,102,920,1014,1018,615,64,9,57,518,771,1217,1103,1391,1150,1292,701
393,328,1081,487,884,445,1427,1218,21,247,967,493,1314,453,1250,190,834,1102,892,411
182,1117,1362,260,1382,227,969,1265,1106,1176,1192,422,278,999,1166,1061,68,836,1286,988
331,976,291,1026,975,1182,458,354,181,290,1290,441,471,232,679,686,742,1419,1357,1382
1400,586,512,532,621,1017,1033,254,228,500,881,598,516,162,1031,1298,1338,128,288,478
696,1401,10,1000,70,899,1414,150,129,610,195,1229,296,1353,931,459,1139,437,444,360
1410,879,609,1319,994,1347,764,261,1118,409,113,825,1039,315,1281,1214,1238,1149,187,357
1054,749,492,867,246,729,66,968,594,499,535,242,728,952,326,161,1271,750,49,755
114,269,1399,461,685,16,707,549,617,431,106,347,361,570,1279,1263,592,1232,756,92
1312,571,164,638,702,588,452,1447,1288,165,909,155,1248,1385,963,1432,218,1195,185,436
604,1040,189,1318,488,202,1327,452,1431,625,1037,304,972,825,653,298,820,630,681,858
218,311,1335,137,122,622,800,289,1412,1332,851,452,1385,1386,13,261,999,997,160,839
1243,880,794,636,264,49,157,671,470,103,852,566,599,164,1430,1025,254,176,450,855
1104,952,1208,1157,1295,1026,990,1413,25,1443,937,788,368,86,272,898,886,795,449,1041
411,1196,1079,1119,794,1354,521,1320,1381,43,467,197,1044,636,93,995,319,1283,182,1179
33,652,386,1281,635,847,898,582,519,1217,1242,1437,652,300,846,1156,44,155,634,832
673,910,877,352,1216,31,561,960,1141,1297,137,136,1253,456,1282,956,356,1333,1076,668
1053,971,993,264,493,35,936,250,685,1280,1199,284,1403,768,1238,122,345,919,1161,990
489,1036,689,11,914,1045,456,1038,897,334,1416,1346,1080,329,961,839,200,733,1033,597
513,647,810,83,360,621,209,1083,436,295,1001,550,875,82,1120,1064,1186,1078,1425,1445
814,1315,342,1070,1188,503,624,203,614,1235,680,245,636,546,739,539,871,192,232,1265
504,151,799,970,1319,66,410,1094,422,873,605,500,362,1290,1421,515,751,748,1257,691
559,751,1448,1315,456,524,486,668,146,769,1186,651,769,212,1306,391,1247,369,907,297
546,801,418,235,211,715,1393,186,568,422,1377,509,1306,404,90,1165,528,1323,433,86
683,818,904,1038,16,689,482,1063,1273,1206,375,154,499,1382,1001,901,239,59,823,464
1010,1163,1016,750,1024,155,812,1260,123,603,130,646,1061,1065,1428,1383,513,1101,930,1026
636,145,1204,523,213,67,499,1283,1282,821,586,1104,1366,1384,480,887,1195,767,876,165
795,420,60,1349,343,9,532,735,976,531,523,439,372,509,531,1093,1007,1175,333,1180
19,1426,871,243,660,436,919,324,921,1318,1101,273,117,330,379,14,1305,1138,762,885
528,1004,1112,1107,369,314,1285,1057,654,631,635,925,67,542,1272,387,998,1428,1192,232
621,537,1088,1259,870,1430,1330,373,1329,588,287,1145,735,290,849,320,1405,772,176,818
806,1225,1047,250,1236,334,910,395,638,1255,510,1161,1017,900,1033,118,1227,405,702,910
3,308,1309,419,322,574,150,744,1231,594,319,1114,933,478,845,798,1434,11,940,756
830,201,1421,679,317,239,771,507,536,281,320,588,512,252,290,538,482,713,913,223
89,1025,892,1237,708,1202,992,501,868,1007,968,809,170,1415,824,869,887,430,1381,719
52,769,399,1097,981,1327,33,822,242,1412,232,458,58,844,1065,592,1253,197,3,171
1251,80,1106,515,83,1106,1239,949,1003,1413,247,323,465,742,1345,472,486,959,453,222
787,847,1333,1326,135,1299,941,876,854,1034,875,1022,189,1013,784,360,176,412,1230,1056
173,895,1127,987,1062,1196,1169,1175,701,444,1042,1286,130,161,850,476,1306,278,984,311
364,1408,891,1241,146,732,208,1054,700,838,329,1099,697,206,397,1262,684,664,11,402
572,390,1119,1162,826,917,972,287,587,52,431,469,987,782,1064,866,351,940,1004,1297
298,473,104,1106,990,550,443,1263,841,994,362,384,787,1441,1139,986,248,973,822,153
185,780,239,842,249,1262,1394,849,1242,202,716,467,836,925,1255,716,1358,472,689,190
1300,919,298,470,573,620,1431,939,874,957,644,892,335,1068,744,950,1054,755,1375,437
120,734,1323,700,850,1420,101,1232,6,1127,987,1254,39,1412,1385,517,6,188,992,291
1405,366,1000,569,868,1426,102,723,1261,1210,947,161,708,904,1095,682,168,371,527,1107
923,896,240,853,419,332,743,819,679,271,1301,1409,863,9,544,239,0,936,447,1105
309,1135,1188,1183,24,655,797,1307,1321,78,1245,555,364,854,852,272,620,1032,354,1372
261,869,21,957,674,728,869,1031,592,92,862,903,1210,1110,1362,52,610,759,1414,27
168,1273,498,1294,1025,522,490,528,747,852,583,409,1137,465,2,647,598,927,1094,1189
61,1238,760,386,624,512,998,978,675,1004,860,1402,324,1109,1307,496,580,464,1389,772
221,239,1364,881,192,894,779,66,396,102,1268,639,643,985,909,15,397,178,696,1398
313,830,610,1333,113,708,1013,860,5,1427,1177,1137,80,381,247,944,1368,491,545,1432
1439,467,1144,645,966,1273,133,540,1315,1017,1163,634,982,1351,594,603,468,230,1275,1020
919,1159,1023,890,589,142,475,1151,894,336,812,937,273,1124,857,566,918,782,275,463
1337,248,376,306,513,333,1322,435,1005,1111,1433,442,34,920,14,1150,317,523,217,819
300,491,448,464,1042,1149,275,105,70,983,648,45,1084,990,1241,1189,171,656,1307,919
41,701,135,12,31,1260,187,926,115,690,569,414,424,1293,422,725,821,240,41,753
776,906,739,412,238,513,1173,987,342,191,471,1307,1051,806,37,200,181,1392,1208,327
346,338,136,453,901,1412,190,1064,324,794,167,68,955,1416,314,219,806,791,1066,754
1004,1269,1046,597,448,1409,1093,108,549,1185,882,919,1205,401,748,677,1308,92,905,1149
783,603,178,530,1338,264,300,828,1438,384,530,1355,90,1060,24,220,1009,578,1395,477
831,1366,1260,1118,121,1355,1161,1193,399,1436,128,986,1066,718,265,714,1423,1129,371,678
632,781,83,169,842,989,460,243,1076,661,660,1041,789,403,866,1406,22,353,1229,420
1204,18,957,1280,1105,1285,1104,657,282,641,483,1107,662,765,1332,1245,1383,204,1312,1349
343,1035,484,448,450,234,563,840,391,1428,1434,719,1158,959,717,1259,301,804,1245,509
518,543,849,344,1075,494,409,500,1367,243,404,35,723,1250,953,356,353,1410,550,928
71,1042,360,104,980,1016,757,362,1218,1161,1271,969,902,52,231,1310,774,165,260,57
560,479,359,207,1190,1416,922,84,1322,714,736,1124,1429,849,1040,1066,614,815,1101,1196
930,1014,547,609,1212,1088,238,649,836,911,1408,619,576,752,413,1096,204,517,258,960
824,324,624,329,991,415,1237,1338,1415,1358,270,1098,185,820,46,1448,782,1144,454,1158
542,15,382,1437,737,1028,395,14,462,355,1292,539,684,1171,1407,559,122,1214,1351,542
265,368,350,441,734,475,1311,240,142,413,150,1158,1245,304,967,912,39,521,393,320
272,258,650,550,881,199,783,997,535,1401,742,669,235,689,292,1281,443,242,898,372
92,545,131,236,1098,1405,34,1323,1136,732,297,697,657,282,1132,786,495,1403,1205,707
464,454,585,221,989,1294,766,286,889,445,1194,277,685,674,1197,1390,1406,582,582,1424
547,1284,163,1225,428,57,1305,538,2,63,1071,785,642,646,1161,21,1270,104,1014,907
765,1329,1002,831,1144,88,872,543,119,1191,1351,775,934,1204,734,926,144,483,926,1122
315,47,1383,322,594,125,833,1194,1256,424,355,480,1110,1036,610,961,1071,1019,1405,10
145,733,37,299,273,211,1407,1226,843,1374,903,1231,524,215,669,533,1321,1200,1164,1440
1413,176,1213,599,181,435,1395,1074,842,1236,827,167,486,40,1268,111,491,1142,264,30
1192,221,1146,411,676,838,949,166,1125,459,1284,1351,1302,533,1321,370,30,247,355,870
374,1365,1400,963,1270,1078,24,981,112,14,448,1400,857,1089,17,173,1433,1118,1441,722
1378,195,242,274,463,733,1412,455,778,137,787,1188,571,1349,493,599,1294,762,983,739
291,358,1282,79,116,563,406,1276,699,283,151,324,695,1222,478,1027,641,266,1383,815
473,881,1102,912,1228,1147,1341,488,726,985,309,301,611,787,1383,16,667,1252,1045,1017
656,907,813,788,1288,606,1422,1142,735,1269,182,1077,1414,464,151,398,391,1194,836,492
347,1385,1326,1064,1369,1151,818,168,834,892,255,1179,228,103,890,74,1408,1191,291,90
381,805,385,1244,245,1189,282,561,307,1296,298,1195,497,1043,489,1162,27,576,874,1030
643,264,358,996,1201,466,989,705,1440,1222,663,319,226,242,1165,531,312,1148,1193,974
1208,95,1150,1192,129,674,1147,537,241,143,1198,1380,1202,1146,1416,109,864,172,422,625
1345,286,249,930,1274,89,961,172,997,1194,642,1001,1034,713,191,661,804,1084,974,1392
1147,547,1372,1305,352,786,116,1220,1041,1179,1057,44,1255,415,552,712,421,281,1109,426
101,440,444,1419,169,203,1029,823,1142,146,131,397,397,1325,1037,53,98,1153,228,61
484,1327,1417,773,270,1230,604,1133,200,186,105,1435,1372,1379,97,1207,303,1083,697,35
128,1097,76,246,380,413,1050,815,881,1184,437,1363,850,141,761,392,1347,504,610,1202
1020,1287,351,1381,407,84,40,1435,235,114,936,1169,271,661,869,443,1284,225,1148,485
899,598,730,145,430,922,76,539,1399,430,514,670,114,293,621,811,349,1431,96,1280
197,1399,75,620,949,1120,432,1348,1107,441,1289,398,415,312,672,740,1233,1243,922,859
721,860,1221,657,464,1419,500,861,110,439,938,589,1099,1034,77,1256,953,1164,282,99
867,873,481,141,615,469,587,1165,1419,95,122,807,1175,885,131,367,104,825,1231,767
446,729,679,595,1170,709,54,1343,954,249,342,1423,964,1330,1329,1059,1180,214,459,1226
873,204,143,199,1173,1159,1190,925,884,1376,1196,1386,1225,1429,810,8,519,1408,1431,586
323,101,1009,845,18,270,1385,1214,419,192,1047,914,1116,280,998,1002,132,137,75,1358
119,1116,438,1098,913,115,1223,308,566,263,1223,65,646,1397,1390,576,724,1404,728,1293
133,531,182,53,276,1115,424,1262,1286,887,234,866,1128,830,877,313,1236,217,1323,588
549,859,515,1138,1423,1096,1335,419,1232,807,1240,706,1177,625,797,1440,1318,693,850,438
980,758,1255,812,1370,833,956,958,448,516,379,1093,308,284,94,793,1166,934,1249,1205
596,459,1431,651,680,646,1039,85,406,393,1085,1186,358,18,875,222,638,1126,981,319
1217,422,128,1383,582,1436,70,392,1055,1123,1159,1060,1218,1054,58,176,776,794,507,673
994,848,1089,1012,1141,460,12,252,225,1343,1045,736,899,1329,538,295,343,826,989,748
912,948,634,745,760,1415,658,508,944,427,655,1206,305,366,865,1224,1015,91,295,551
1080,166,43,509,686,701,1254,1344,1328,233,429,750,943,1343,158,1052,936,1004,439,1408
706,250,1135,642,154,163,1116,785,589,29,1077,139,137,901,758,598,1197,190,1426,1018
1364,497,562,1377,988,842,795,730,194,674,1133,138,1370,127,368,1288,534,988,1063,489
766,929,9,172,1035,219,1224,207,1175,1189,835,810,56,1017,798,1313,137,888,1437,729
567,533,764,333,571,335,480,1168,209,399,1314,1215,923,877,732,1187,1296,1015,541,15
1432,918,1443,143,1143,1261,61,459,8,678,67,294,1140,659,440,648,660,330,999,269
21,1350,1151,567,1160,774,294,619,987,1305,1151,191,248,49,394,1443,900,122,167,461
961,1166,40,683,33,389,965,348,338,306,1308,689,853,1113,356,966,1332,1063,1116,655
826,1448,811,619,1299,831,1207,844,138,1282,1103,789,792,1401,511,594,916,2,1184,727
511,518,172,1448,313,177,1065,1315,865,1408,300,958,89,545,298,551,909,1380,636,1027
880,1300,1407,398,550,595,417,1025,293,1372,1105,714,403,1000,671,1129,406,839,1214,26
225,150,944,295,1403,805,325,596,541,304,57,790,178,826,108,1268,530,864,853,611
773,636,870,989,96,109,687,1105,175,25,172,5,931,935,747,1429,759,234,752,736
467,56,215,1324,217,1019,154,1126,458,653,1241,453,229,1138,278,568,108,282,949,363
779,1440,1155,1109,4,1296,1042,372,698,557,1273,166,808,205,1288,1254,230,1361,1146,979
780,46,504,273,100,145,897,555,250,802,825,413,307,531,321,802,588,1192,1386,494
1294,950,421,179,974,1062,1413,269,465,628,928,1330,128,1419,1153,640,1218,949,379,197
237,743,1109,342,812,954,656,964,662,142,233,605,665,62,803,888,665,821,540,1101
131,489,962,798,628,749,310,291,694,1002,81,1033,928,1090,405,500,96,1059,803,98
1401,253,845,1203,1448,158,546,296,776,754,975,962,1103,556,1018,299,3,1373,528,261
413,323,166,1404,670,846,511,58,1312,912,784,546,366,60,907,819,465,46,1039,1115
1278,143,714,433,579,814,457,616,162,1403,555,362,1299,984,720,105,935,1132,1435,508
618,812,35,1234,887,832,1105,367,93,1283,1403,326,915,397,1378,783,1089,18,871,2
583,877,720,841,665,1110,1228,323,516,88,724,685,1097,100,1194,511,1192,135,830,1068
354,1063,699,404,220,916,1290,1246,754,169,322,471,1093,835,1123,556,45,222,964,1351
894,270,1126,162,642,1167,77,599,769,867,449,449,510,629,1115,1100,59,210,860,91
456,1438,835,955,1325,1444,924,883,1049,44,600,43,1258,407,661,424,473,1231,642,1334
617,1397,254,566,323,419,824,948,1014,75,706,172,1242,594,985,1082,1363,742,435,965
275,1153,1003,1054,1050,957,1052,495,758,1019,1309,84,293,543,157,830,109,607,698,491
239,1221,149,705,1256,496,1424,428,100,451,869,165,1038,1051,1262,1045,1341,389,21,1028
1427,1074,400,813,682,1383,952,432,305,161,492,201,1187,1140,1354,1283,156,1130,515,878
637,1175,90,272,298,1094,1138,793,152,79,633,67,565,1086,1002,529,1050,870,1181,1138
741,574,807,686,1367,1365,1230,6,1289,901,790,485,771,426,1008,36,453,100,1160,1276
412,696,465,562,983,573,288,654,779,91,1060,877,202,1024,500,317,662,1068,236,323
1141,507,617,650,663,470,1181,1237,486,1156,79,645,447,537,555,183,748,1057,536,1369
310,993,1028,824,127,1157,1049,20,538,1438,1055,801,561,560,917,22,1413,1103,148,284
520,927,708,539,1360,28,534,1199,1306,925,994,102,1312,341,418,204,1020,336,533,1084
368,241,159,555,1135,448,516,356,202,973,97,626,511,1244,919,873,652,28,1232,1289
