group_0,group_1,group_2,group_3,group_4,group_5,group_6,group_7,group_8,group_9,group_10,group_11,group_12,group_13,group_14,group_15,group_16,group_17,group_18,group_19
4855,23680,8600,17481,10615,9960,10876,13975,9868,6995,7233,13521,12326,5248,15887,6973,12546,3650,5562,18812
13461,128,20389,17581,13818,16610,9719,13767,11485,4862,6200,10863,25331,3032,720,24417,17241,8397,10293,2947
17403,18971,19089,7504,20644,16480,22752,22311,14505,1481,19488,18995,7050,19495,16998,22954,3618,578,20276,22681
3101,18092,13249,18184,1307,477,11083,3665,12378,15320,25869,21101,5678,11336,9041,8887,14925,9812,8643,11607
7991,5830,8360,5819,25142,4079,25048,9134,12890,4224,4709,14980,24960,4197,22984,14430,7193,3466,16315,22282
5538,1609,23132,3152,22432,14567,9766,25472,7551,8930,19861,3634,4722,13182,18523,6522,23299,23161,15263,10250
22239,3437,15373,9249,14253,19644,12209,11205,16684,1880,4812,14269,12228,21297,2693,2590,1778,4381,22152,22114
2023,18618,15721,23181,9943,21342,3471,18191,9980,3518,7781,16631,3307,10418,14565,10290,22565,16423,348,3617
9789,11051,15109,2916,19330,2707,484,21704,14983,19088,8720,8708,23581,14183,6825,12009,11060,12076,25387,18787
12160,20006,8764,21750,1312,12761,23320,18410,17467,6657,13480,8227,9743,5044,13886,6513,12159,3122,6765,19411
14610,18292,19762,16448,11181,3245,8821,6263,16353,19342,24295,22466,6486,22654,16004,21508,5306,1087,7517,23345
23979,928,19588,1835,11265,18967,13570,15921,17159,21342,9867,6442,25558,12520,18608,9853,9972,14654,17021,10082
22557,3318,439,21865,4932,8905,9918,928,9943,19320,25803,8859,2121,22990,14108,2546,2284,18433,20938,13448
5886,98,20310,6710,24626,17623,23279,712,14497,225,18225,64,7117,3394,87,4466,13683,5224,13663,15135
5732,2297,22470,8073,16392,1625,24134,16255,22793,9945,8399,8021,18933,17967,23632,21761,3979,1009,11838,24569
18470,22727,14814,14184,9707,7596,19190,12199,23804,17371,19968,24031,7874,16533,19559,6194,23396,23515,20601,6221
19419,23398,19904,24648,22805,14012,16013,12300,1132,11744,20504,22076,694,673,7237,13192,8605,24016,6166,14887
18285,19047,17075,4322,16643,20191,17824,508,14144,2152,22610,16595,24995,2965,2482,19018,13510,14522,6509,22166
7684,23706,4327,6837,6306,2929,22812,15228,4355,9700,23535,2829,5725,10410,15994,21752,18589,6326,25404,10863
2945,14663,795,215,21837,25534,16161,2554,12069,15754,25123,2856,14737,2703,13460,24682,16993,24153,4460,1228
17569,883,9341,5248,7350,7501,16469,23811,16167,17857,11492,17270,5450,22324,2872,24624,19412,19855,10165,17512
7739,23299,2750,23391,11387,4395,15857,24513,22571,1086,825,15830,11046,19298,4597,2750,17000,25680,762,20079
9062,12654,2517,4855,20016,5204,2346,24293,2330,23722,11816,12166,5737,21393,14145,2695,17181,6325,19401,19763
477,15567,20634,3332,11582,8427,9971,12218,25270,22300,8250,17038,10220,4572,24357,20163,7318,10683,654,10946
5346,2068,21651,20914,4850,14884,17871,5002,12103,2634,21629,23746,17217,1148,12993,9490,18930,25536,25771,22371
18710,23565,23253,14300,14672,14744,3292,18788,5363,11247,2490,21186,10713,19238,8970,7808,10076,21881,11841,2199
111,4069,1615,14265,16093,17947,22793,17935,3487,12810,10584,2627,19583,17357,22130,2239,21903,15351,8859,25099
22117,1289,21355,9222,18876,15091,11807,10428,2866,3828,21612,25396,7389,4730,15891,20506,21667,18311,6329,945
6624,2516,17149,4474,24878,7338,25547,14860,3460,20619,2322,21468,7427,23343,1223,17063,6125,9499,5458,12947
17068,25381,11140,21,796,23218,7098,16804,2824,6829,3042,24655,25242,16097,10151,17923,16472,2701,10487,17205
13636,12772,7414,15555,1474,11980,15906,20681,1936,1942,9278,9560,16720,14303,3427,13237,20154,6964,25672,8796
214,3559,9392,23067,14614,15014,18646,1386,23379,16392,16506,15735,4631,18900,17544,13736,18410,6580,25295,7577
10112,5112,4615,16993,13865,14800,23359,14092,6152,4715,13419,2210,3512,9528,12279,11710,1182,25265,7869,3468
19704,833,614,21878,12659,9357,23443,2366,14843,20864,2436,7175,24384,12496,11598,245,11061,13923,8949,5353
19393,11085,20430,10444,8850,18707,18721,3169,25312,9569,16323,8846,13469,25644,9796,620,22632,6011,18905,14267
6608,10449,24285,1783,24149,17300,23324,17406,20417,13682,11243,5903,6062,10858,8836,6625,15393,20210,6265,15416
13708,25570,1541,17969,19260,25408,8387,7915,19982,6587,21698,7273,22828,8532,3561,351,1050,1856,12140,629
12726,8097,3180,23775,6070,24801,14170,12308,25178,5575,2339,2428,10187,20165,18744,13419,19787,1666,3803,8156
15096,25639,14103,19763,25631,13085,25551,24052,10782,12688,11962,5520,25117,19758,4351,18829,21025,2076,12184,19986
10500,18203,23712,5700,18247,24581,5275,21152,10763,25648,22424,13565,6404,24795,11337,23882,8014,23244,10644,3415
22983,17218,15175,5135,23195,14474,932,13213,5047,16321,3803,12362,17607,10949,8332,11,13285,24241,6022,24682
9850,12322,4473,22790,14095,21245,15365,24685,8979,12430,14330,8224,12644,8893,23071,1306,6321,22499,15413,7342
8846,13849,25816,6629,211,49,12895,2312,2985,24147,3959,22135,7945,9932,14520,12515,20951,2160,19331,6765
24532,16404,10444,13771,12414,20133,7966,20434,14488,16869,1041,2544,20456,25905,10697,4265,1430,21054,11723,11920
804,13570,24508,14683,10925,10639,25035,4538,8522,15662,4794,1320,5695,16258,20254,10795,7767,15213,11236,18361
4830,2089,3872,18524,17827,3225,20134,5598,11572,8093,7565,3887,23240,17707,7881,12282,6159,25903,14504,24650
10717,24558,11501,5528,20156,6324,21706,661,13539,15515,24376,20419,3932,18375,15466,22936,8557,12015,12752,16334
13798,3394,23809,17369,5134,10551,13156,25482,4860,15256,23039,7300,2734,11736,10293,15703,12032,4627,22898,25247
11046,1569,22517,12771,24302,4927,17877,18832,8210,2973,21048,24621,13441,15593,8282,19923,2930,12196,9230,7524
5473,3097,9653,25874,3797,16102,3662,19903,11024,20277,3014,24524,18489,7301,13126,7035,23224,9628,5874,18254
13911,14496,9329,12321,16785,21574,21698,25153,2632,10436,15574,8817,1020,8983,5599,7628,10207,2601,13913,13353
24379,15577,14215,25767,2013,13566,2157,5592,11509,22571,25269,23056,19539,21803,552,16433,21933,1983,4362,16
5586,21475,14019,8455,6126,11778,622,20822,12099,3258,2247,13010,17936,19862,16815,20101,13874,18783,16369,4087
3107,14933,22961,25797,13379,20336,20880,19963,3239,23479,17638,5032,11952,20793,9197,5915,24310,16492,22464,7942
21400,16968,12092,3079,9722,60,6336,18829,1659,23187,15133,3149,14239,16437,18138,2288,21577,23674,982,18173
2722,5954,24364,16051,6315,16126,10861,3278,20119,18444,2402,11363,20260,8351,15527,17631,25720,11515,12023,13041
21249,9176,8368,13194,14033,9126,24697,7746,5098,9563,24964,13852,23044,25822,11489,2618,17304,25703,9810,16727
10136,20971,18642,11334,21160,5898,6717,24539,8543,9255,2192,21047,19258,5258,12125,12674,13390,21612,5676,20846
23144,17774,540,6791,23221,11733,19995,7513,2075,18149,22818,1997,17236,19034,17754,11166,4091,16150,2255,10774
21157,2183,1381,2087,13224,7349,16995,5179,13839,17219,24481,8887,349,10700,20296,19459,1533,24584,20365,3216
13742,4245,15601,10378,17480,12960,8642,7965,12225,23313,7829,6822,15274,2291,22826,1608,14636,6987,25513,924
7610,14898,25573,21883,21945,24649,14807,12059,3424,7468,11993,1853,25544,18109,9830,25053,4551,12432,15851,12265
12965,22682,9028,20891,25252,14435,24084,23727,11860,15542,7235,4719,12879,3470,1661,3377,20594,5188,20336,16444
4668,13562,5706,19004,8937,2233,18479,22661,24564,5386,15443,19066,5614,13753,693,14812,18074,25408,13615,22952
12065,23631,22246,9435,17127,12393,24290,14590,8611,10646,15406,25,20844,29,11441,14854,4811,23964,10536,15212
16434,16999,11172,4937,2174,15497,20550,9103,4192,10778,2505,2508,24469,21105,16049,21538,10999,14867,23391,22599
13320,2660,7915,1982,5945,18565,23534,4435,6068,20390,17198,25195,17168,19553,21945,6289,24253,10887,15937,1584
16220,13013,5977,18748,912,24834,14246,16909,19969,7479,7070,18086,3082,21723,21424,10739,8872,18623,125,22162
25370,13474,12080,4538,1650,22153,17251,10722,19484,20784,3204,14536,8733,6919,20786,8702,3270,21700,20789,5298
4128,17061,183,14108,8060,856,17102,22439,18645,3453,24341,21155,24998,10728,1999,9718,17670,10417,7224,23832
12208,13471,14972,9961,23781,18257,721,16167,13089,9379,13832,25227,17171,25069,12263,6179,23283,259,20680,20881
14942,13040,18904,2466,10527,11493,13190,11803,14796,14589,24491,14043,22914,1271,23899,25550,724,3834,25685,14143
13724,23068,952,14888,9703,13873,17384,7223,16890,21194,13267,23586,1846,8587,17050,604,19642,10020,10239,10185
7669,18872,19198,18005,25558,22321,9079,4420,9792,8800,7351,16480,24819,22876,6165,14001,4420,12651,13787,15916
14871,8752,16563,3047,7226,1939,21108,10033,7766,1758,17679,20847,11185,616,16600,15849,23591,2431,23262,7469
15327,1692,6572,13823,7166,17714,10895,7048,22548,12934,5912,16959,606,4800,22349,22044,14354,13344,5761,12927
12389,16563,11451,21514,13768,4499,16334,24114,1229,4825,1928,6277,9724,824,21913,24409,20760,16228,19065,8956
8258,2496,21269,6605,20768,11004,7774,617,2857,1546,16410,12034,7856,18165,12056,12700,24292,7522,15809,15103
15938,7949,4334,312,21902,19175,18311,11927,17076,16515,11468,21157,11958,16567,14156,7080,9996,22857,20684,23949
1781,15535,17355,6996,18808,7203,24399,25013,2038,17454,3271,15684,21938,17791,10114,2038,19701,22345,1429,15864
21183,9924,21780,25167,6437,2760,11315,20715,9585,8675,19767,2025,9716,4307,4530,21983,6036,24834,22386,11295
18583,4138,13056,3981,20810,22891,7723,4480,8777,16479,15459,13432,20738,3544,8123,21827,9299,8150,2189,3282
8464,24490,12038,6182,15055,13458,9103,12185,23282,3893,20989,14750,24262,10449,24268,5809,6124,7450,15989,13125
21294,13459,3240,12485,23415,16411,23587,17462,14264,7011,23270,10764,14257,16302,19629,8423,15734,23055,20471,13953
13991,22670,18138,15631,2815,17505,14943,21965,19217,17546,9294,15483,12186,20211,23222,22003,7096,4320,9727,5615
13217,19496,17803,19254,19180,13444,20652,17993,22981,14297,19297,143,24695,5894,9797,16103,2928,16126,4015,12140
534,2483,12367,22547,25171,25647,10882,3914,3245,15163,24837,22041,3310,875,19012,7336,11023,9342,8839,7602
14241,4759,6636,12403,18622,22366,12463,14600,23662,4333,6738,17890,18078,1326,4011,19617,24397,14216,21322,6530
5107,23452,18587,11318,18773,21904,6361,25748,19328,15090,6432,4037,9725,12353,18524,7934,14199,17166,16871,8863
13107,1107,15977,25150,21795,3597,2088,3811,20999,15862,525,16624,3361,3827,17473,3745,7865,24736,9284,2416
10708,5577,4237,2114,20476,4380,1921,16652,9795,9212,24152,22646,20217,12147,557,22034,8378,22780,8280,25019
11630,22739,18629,18894,24381,16734,22176,14196,18905,45,23079,8066,8602,2385,13104,397,16821,5052,6671,11794
13496,1435,18507,11886,1040,10884,14624,12465,12735,20032,33,5894,5576,13989,13659,23422,17891,21578,3848,23521
20067,19681,23749,173,10675,14975,5949,13090,24395,25901,24800,24034,6473,23897,5334,14834,24167,19427,24158,25917
25215,11340,21847,24523,8014,10620,19244,7474,13325,2633,4481,25373,14881,21710,20118,1566,9866,18979,11425,5523
18158,21853,38,25304,2071,14609,25945,17845,24714,8068,18749,4177,22659,19373,4779,78,2232,25797,11258,10196
21692,20270,12262,25639,4267,12455,5666,14027,10598,12796,18718,7025,11106,23382,3735,25594,15694,9596,23726,22845
14646,13571,20671,13726,18976,8256,10074,21726,7234,6594,15204,23876,1271,21829,10907,12438,5705,20845,703,7933
22147,11181,12356,21064,14349,25536,8650,6943,16061,24468,17525,25786,12759,10004,8455,6986,20407,5140,16346,9652
14623,13231,19471,3640,13610,8909,25517,9204,4536,11355,24175,21913,2653,24050,6928,22838,24704,2464,17111,25555
25548,24233,11025,9409,17241,14220,21676,949,23465,14712,3856,3310,5754,17710,23528,1354,18643,17800,21220,10330
16546,17254,14210,5303,5401,446,22049,21601,19208,6426,4044,3295,5181,12317,20229,5979,12486,24964,7238,19399
3756,3601,21892,15884,21012,19770,1241,2640,16423,21764,25607,14439,122,20144,19221,11926,8661,8807,2557,24416
13028,4818,9908,8923,310,19016,22037,8898,12569,25587,17324,19048,11434,4236,12727,25104,16792,9974,6349,2176
19649,12390,16796,22805,12910,15353,22963,8872,16527,14163,1554,1554,10259,9349,16935,21338,10702,11737,22892,2272
11595,11148,2476,14284,5451,24427,21943,3231,18638,22336,3589,5031,6015,20262,19656,6931,1373,7583,3653,13743
4700,10816,15701,9347,14300,18369,20037,3183,15947,5243,11537,10253,16532,19521,19879,8370,5676,8526,18372,6707
22263,21337,22300,14384,4346,3706,21204,11130,7025,21510,2574,18510,6197,12110,24596,23149,7846,21824,12710,4845
17802,10712,18493,6224,23232,8792,6828,465,7740,15744,18938,2251,14178,24951,3386,2352,11001,8227,4170,21288
24683,16983,2214,6000,19695,5879,16468,11063,9752,2874,15869,21591,2490,24074,11951,1069,2805,8137,1646,21659
2934,10463,11783,19808,25082,3193,4127,11937,4900,10528,14188,17148,13066,10706,3317,1706,84,2021,16902,6893
7506,4625,9842,24707,8815,11478,2385,24238,24707,13463,13957,25651,691,23950,4404,12837,1863,24133,21605,16949
6337,1556,15942,6209,7005,11774,1604,24524,8161,23694,5191,20786,11912,5127,4722,23760,12567,8894,23908,8409
4893,23171,17510,10283,20809,14284,1245,3330,15593,16517,17483,25738,24280,13756,20448,870,11748,18560,4577,22654
3205,7741,19711,15059,2610,22250,20302,11946,8153,22798,21202,11172,24350,16086,11018,25949,19915,16821,12564,9648
19083,18925,2388,15522,10219,5869,2057,10543,8586,23819,19255,1342,5090,1091,22507,6972,10216,641,14740,14133
15232,1332,10545,7999,21093,17188,19575,21774,12537,19536,770,8384,10987,1346,8251,18948,17585,25831,25042,14146
7595,23479,23431,19759,4904,1259,2277,17161,20923,23800,21423,19258,3026,268,4602,8035,20298,16180,24654,14469
18436,12642,3754,8632,244,8134,3018,15707,2294,17484,7520,16678,10896,20929,270,8472,1659,10881,19030,679
20521,14295,15790,23171,15498,6203,6745,20333,16679,1415,12841,8551,3308,23744,12853,17774,20044,11869,12877,13425
24659,5566,12210,1073,18649,11486,18352,2277,5831,9733,18727,1690,17429,22954,19890,23867,4212,263,21505,23592
15939,8282,16857,10333,17714,1286,109,15009,7251,13798,25281,10874,24630,16942,1882,16648,21984,12769,23932,15204
5830,20846,9866,16651,526,16815,2234,8862,14549,17460,15480,9718,23374,7472,12159,5321,2555,20491,5738,10885
13572,1399,13655,23179,14649,11924,22924,16770,23907,6438,6237,12700,22803,21516,15578,5775,7565,8866,8220,16747
5082,711,10869,1796,10945,531,23875,20070,3634,9840,4306,10006,24597,2353,25246,8903,5166,23825,24843,12186
13608,17062,9723,22397,5913,18061,23026,19322,15417,11965,5867,19199,22485,11519,11825,10809,23045,802,19019,9074
4665,11551,13067,14115,4549,266,20701,640,12444,4,25553,4436,8804,15879,4384,12293,14420,20226,12436,946
17576,17820,7865,24587,24531,25765,1277,6623,7643,17154,3830,18767,23500,22969,14960,5974,12980,14334,24939,11987
13477,5553,875,12901,6530,2449,22685,5750,5651,13190,19332,321,23184,22439,15691,24703,12604,16563,24895,5150
6344,15765,8618,25836,20734,8349,13237,5732,6447,10754,20510,23583,6111,18922,10410,7256,25175,9896,10994,18212
4411,7032,10628,15695,4915,2446,3519,7851,20102,1775,3360,2659,1058,16715,6674,22991,5527,22524,16726,10197
1591,9371,9295,19873,10688,17902,2126,11079,7615,6726,10953,11389,21962,17085,17692,19706,7368,10667,11980,5427
10202,23557,3314,11620,25741,1840,9660,8915,3836,14811,19871,22078,2365,19859,22674,20275,4333,8152,10001,23421
8758,10055,23822,20857,24443,8630,1103,21175,6221,20178,16682,5534,11964,25274,6399,23991,17471,18622,13774,13686
13046,12325,3558,19132,8991,3882,6746,5221,21785,2222,9105,1121,25952,24799,19482,16201,18103,20523,12820,21255
9630,21547,24263,62,23914,8353,19146,21535,6965,15060,24459,13972,23108,6585,24829,6058,21562,13865,19528,2421
20444,11327,15901,25421,3701,24335,3201,23636,17487,9657,118,14674,596,1847,2226,6662,7671,15199,8105,3922
24314,21007,19507,1414,24955,18047,13315,25470,4259,24699,14977,15062,1548,5086,15672,5927,3514,17787,10115,9989
1466,12490,3630,935,15180,11992,12610,15765,15573,14503,25541,24160,120,25041,17603,15521,3237,10736,23759,10875
12856,18621,11196,14541,10306,8132,5699,17885,15913,24858,7359,14812,25196,2469,16245,12082,6077,21096,21016,6455
22477,3505,15627,5062,1396,13853,1546,10600,10058,24411,3738,3308,20862,24437,24175,23356,16163,22784,2875,13289
6971,15960,2038,5193,17236,15643,16719,23344,16927,21158,4608,10460,19663,6844,20802,9769,10024,21195,3923,10660
3301,5399,21974,13376,11260,5520,17433,22258,17314,25499,15762,10989,6312,20897,25909,22900,19914,21679,11964,19968
15039,7918,22176,19109,12818,8156,10064,10774,1651,965,21884,20936,1185,12224,6224,14489,10756,7387,18621,22176
19925,15527,23344,17122,16745,517,21868,2784,17342,24919,15342,2149,6021,23679,13229,23647,22450,13469,22239,18400
16880,4461,25818,21588,19394,25053,23101,20805,8300,21502,5026,21621,16003,7506,2065,20591,23238,22396,20052,13964
4656,6214,801,910,19950,2305,4363,23446,22258,318,12901,18284,1569,15598,694,16707,7891,2891,19180,11279
24484,17355,19992,12353,11883,90,21971,14071,2496,12361,17796,11947,17388,9560,11400,18059,4453,4635,24896,9156
9754,10358,20813,9370,3400,2209,6608,19923,21655,16131,14898,21776,6474,8712,13158,12536,2811,13122,2985,19410
865,1721,16141,23724,14688,24730,12124,10693,23214,11027,2637,10514,6763,24340,20366,21303,17040,17152,6231,7281
10144,16645,24527,1599,19017,7449,14848,8968,2621,10954,11153,7613,4234,13482,21168,12482,5091,4680,21730,15157
842,22888,14281,25198,15583,15690,6279,1261,6334,22580,12767,14096,12904,22644,17374,4237,14457,4497,6135,13074
5557,17484,23066,12462,3507,14742,5758,15601,9269,7460,11427,18880,18551,4019,3989,25881,15278,5103,12903,3939
23216,3226,21526,22659,12693,3725,10547,13041,17484,19075,5052,16334,23915,20822,12222,8770,10480,6721,21347,13348
9573,10352,20505,7484,5017,9296,12603,3866,3860,15884,8314,12278,1069,21901,2852,23062,22837,7350,3608,5483
14482,9451,15556,13116,15661,14094,14960,10531,17351,18315,15093,1345,6676,18360,9834,15010,14653,3745,6030,7062
13501,22716,21725,20003,3105,24020,411,13409,10633,21712,2923,4298,11268,17387,13174,10020,18770,18874,11440,21534
17459,23926,16333,22754,20823,2818,15244,22912,13704,6984,20948,1826,4472,23314,4533,4910,22165,7587,17855,7850
11864,25883,20431,12847,14049,5410,732,3027,2493,13034,17860,16329,10350,24456,15734,7095,5635,5632,15421,1690
9160,8236,1185,25924,632,8868,22999,24120,22865,5784,8335,20159,21502,18997,16093,24910,9306,5588,7333,11490
24595,4956,8660,8703,16571,17736,16657,9538,7499,828,21528,20293,11408,6091,19981,15290,18094,5626,15813,20870
20325,9794,7879,25664,15342,20006,12631,16874,14823,6091,7790,25662,20849,2534,24008,540,19397,17753,13438,13383
25432,5782,10291,6444,15708,6401,73,22830,12466,8350,9597,16110,15282,17277,12107,6796,18031,22040,19780,9895
3377,23393,1010,9999,13117,25073,23965,11457,14853,18659,3922,23943,15016,24790,25279,21165,13568,7824,22591,21154
8312,21062,20913,23178,3289,13746,21515,24338,3298,14299,952,19550,18212,19231,17525,14706,7334,3543,24804,2304
11366,3183,13280,4351,16191,15051,20758,16582,6022,8986,8897,4913,12175,19158,13097,7401,7243,15226,13594,19950
20243,6047,15006,19234,12881,270,2271,3734,11965,13404,10917,16466,12096,6129,21206,1076,23826,14072,10518,10716
8857,5508,8383,468,20759,16735,5269,10939,20906,22452,11748,11728,4882,12152,14832,15232,12975,3289,19262,23840
11642,19742,16300,24347,5875,20140,23469,14596,7624,11402,407,18832,16749,14771,22967,6120,1793,17637,14610,15125
25784,730,21383,1002,5084,18892,21248,12423,11558,18729,1369,8136,7513,7317,9378,2768,3495,2126,22683,2393
7963,21576,14076,2882,19968,1052,5327,16992,23111,8666,21276,7288,6790,8389,20813,7378,14268,3060,17181,3688
19229,24275,9145,24427,3220,9681,4573,4319,24238,16508,21649,560,25954,7044,20625,2395,19741,19672,17991,5697
17796,7810,15508,22531,12453,1667,11716,9223,16283,11016,8803,18195,2829,12706,15913,24883,11619,21755,21368,23678
5930,18965,6504,23714,23828,7255,22703,11615,18141,18302,22602,18710,18164,15075,600,10611,5224,20682,10069,10658
4925,16512,22308,22323,10625,10508,8990,18747,17865,1603,22674,10949,8055,22701,4703,8024,2377,17792,21953,2986
4627,18354,4193,8371,2219,7846,8007,14187,15108,7866,22497,24278,22431,2248,10448,2477,16240,6410,24315,14682
22926,1706,10877,759,23059,19777,1454,25145,21241,22719,4468,655,7026,21231,14334,3994,23110,23101,14773,23189
22180,10203,24975,17372,15854,12741,13077,3031,2917,9303,9650,25273,25879,4523,8525,13949,12577,3973,24329,23556
13018,5452,25717,15420,23065,5543,2691,436,20887,16433,25882,7499,11969,3888,4178,22068,5172,15599,22129,18565
24357,17055,25249,18288,1863,2775,21759,9293,98,3657,13184,8673,9545,21348,16145,24003,5700,5728,13456,16629
17638,2732,16589,12727,10347,12786,139,2798,20285,749,20615,22456,8641,23025,23372,819,128,15175,12887,13918
2952,6093,17095,669,15162,14221,5066,16097,15938,2035,10232,2811,21923,5553,9485,21896,2568,22646,20101,17760
24936,16249,2792,11734,12853,19047,22588,2713,22857,8444,21623,10323,19016,11535,2414,524,25896,14643,12391,2862
1777,5543,901,15962,10011,11599,24614,2858,7913,22105,15610,18938,1750,7528,11078,21460,15983,19678,4122,11001
24527,22468,25626,18863,3021,21331,13916,12999,1264,6280,8449,5134,3850,6669,17927,21144,14611,23597,6796,11903
8577,8990,16221,21758,20390,9860,21652,11360,10341,2799,5254,2887,10828,12480,15492,364,22215,2860,20341,19011
16706,20416,6506,510,6769,19102,20361,25577,14847,8558,356,11220,18899,1709,9309,19403,9059,7826,21823,10599
18380,284,4856,17752,19742,25544,12906,5957,25264,9958,1588,23477,19066,24755,4356,16423,6012,7081,10486,18296
19666,19280,24658,17789,21147,22886,17248,15333,18551,9661,9936,12602,12125,23795,4306,20272,25842,1172,22255,15123
24266,18911,6989,5705,25216,14836,1288,20124,12055,24245,495,13899,16960,18363,9181,21471,4555,4013,7062,22491
24642,4550,16516,24997,2392,11928,11827,19525,15145,9313,15435,25529,21367,12189,22179,385,22864,10340,4541,13881
14585,15973,5542,3129,3792,10318,22918,8020,15008,3460,3368,953,6514,1952,1066,12860,4794,3342,7568,21831
1263,23807,12369,9180,10874,23525,20667,24281,4666,17600,13647,12027,13097,491,22273,16148,6550,17155,14733,11469
2147,2797,22473,24491,11641,18352,17780,12680,4358,6239,20924,7451,2182,18859,6289,17514,8689,21929,19736,675
22819,6001,22922,19429,17786,25068,3229,6963,8494,10563,3080,20003,6392,10314,17656,18676,23418,12106,20921,18629
2041,4353,13870,7121,7080,9209,9928,22396,16463,20238,7740,852,4844,15883,471,13271,21065,22906,17119,22651
14375,8892,5379,12039,12598,3695,18132,8737,9804,17902,2720,15079,5988,14531,18129,21427,17501,15442,17723,15671
19053,2242,22357,9009,10752,17045,3110,16575,287,7972,5766,21671,10941,6197,24453,1148,21859,14897,21013,6991
4808,4293,9859,5115,6930,22145,6396,22391,15248,1112,20107,22714,21894,21973,725,13737,2173,2161,4011,14660
4355,2787,2633,14873,21475,11897,621,11735,13731,16427,20649,4456,5677,732,14369,5168,8952,8173,3293,24626
7821,18280,20542,17956,3444,20526,14855,11618,20083,9944,19336,1010,20476,6400,20334,5246,22230,12944,545,23960
14299,24074,17219,11161,7026,24673,19246,17453,9321,3285,2423,3317,4316,18251,9739,10710,18716,15102,5131,4619
12615,22811,13419,14989,24629,20086,16659,19724,16210,19740,20046,5948,21400,14156,6563,7068,340,11473,4049,7035
9242,10947,7453,7343,11937,24369,24512,14839,5554,5406,19217,11838,4985,18169,17300,12027,20969,23753,11065,15819
19168,3422,19457,19807,8603,18279,14359,25276,10454,7765,5577,16202,5238,25524,8917,3006,8768,24722,7122,7851
11016,11540,991,16972,3109,23207,6117,19174,16636,11759,528,24901,10236,15253,6829,24657,10876,13764,17053,2221
15296,922,5141,3315,5747,22176,9021,2194,17923,9358,1939,274,6141,24641,3452,8227,9474,2611,21247,1512
18714,18768,8480,2756,5770,17811,24140,18245,21869,16463,11899,4410,21598,25861,10759,12331,20879,5978,14912,9071
23951,4004,4253,11901,15967,25143,7620,23111,15588,4751,9872,15197,15074,15816,23004,3165,12899,4597,10526,24617
5132,8560,3443,23765,12676,23550,1623,5869,5627,8272,4571,6868,4208,17108,20630,21333,8992,7798,2443,13349
16973,6398,20235,13432,5467,13403,8725,11279,10368,15661,13006,24506,22490,20538,24655,8337,2774,23407,1401,25702
21539,16333,22910,5438,12230,13586,14189,25302,602,10349,4324,8908,21495,7584,8997,18077,15093,13030,23048,25748
23209,22923,8318,1724,7722,13016,23869,6834,5680,988,12095,20868,3937,10160,15707,5744,5334,11248,6240,23054
2737,9235,23640,8934,14092,23318,22077,20305,22483,6886,7558,18526,23601,4993,19144,9039,5422,16577,13220,6639
