group_0,group_1,group_2,group_3,group_4,group_5,group_6,group_7,group_8,group_9,group_10,group_11,group_12,group_13,group_14,group_15,group_16,group_17,group_18,group_19
6040,2618,7526,14815,4486,3416,10976,5668,4496,6205,10727,3597,9120,789,1,3276,9052,7596,7377,10547
14775,12472,2178,13946,5351,1238,8429,6850,10058,938,7695,6441,5766,12446,12060,15060,10268,3125,12565,14175
4149,14334,11279,4422,7645,15566,8675,12433,12444,466,13631,12507,1942,848,14665,11808,12288,13262,136,492
1312,4860,1886,13234,8732,4328,3142,844,312,13304,6355,15294,2745,3209,11051,1345,5990,3271,10476,3604
147,11356,7131,6942,2131,793,2528,2632,11011,12182,8269,621,8096,1124,3920,4120,12534,264,2032,12137
4376,10326,13112,3202,5836,1119,16052,1533,11808,1835,9601,15535,3578,12210,502,306,10204,11830,8141,4347
15394,12575,14404,2448,1920,11681,895,11689,1284,6816,4497,4914,1543,8576,11358,4491,11592,2381,10297,8520
9801,1827,5431,8906,3318,9374,1300,12664,755,4514,7467,1454,14585,10816,10531,13972,10395,9436,13192,11345
9314,12277,8890,8712,1381,12992,14277,14353,9293,2503,2593,7286,10204,4274,6495,13911,12831,14912,10961,10407
14193,13672,7475,3706,7434,9223,11499,10762,15161,7274,11817,5250,15892,537,873,840,13494,8862,1429,1187
14842,10246,3590,13910,5122,2452,860,2122,15387,1163,10563,6489,13767,8977,649,280,7446,12701,1153,1901
3709,14419,1949,7343,8282,3572,8578,7759,9773,13632,8003,9414,9956,12929,7679,8306,10027,6197,6383,8206
15673,9156,6155,13421,5662,341,12992,7755,706,7524,1716,3377,11050,3604,2638,13228,5793,13576,10448,3662
7949,8764,5307,7338,14131,12029,9470,347,4038,10137,1788,10288,8204,1039,14349,10880,5443,4169,1654,1561
9566,2059,14005,15549,5900,416,13477,13874,10274,13638,13917,13759,828,723,15726,9940,11451,4934,14107,7
6741,2741,4714,11613,5595,1440,4304,876,12393,4068,15091,6908,193,7820,9616,2524,12207,12703,906,4474
13446,5243,14593,6380,436,8139,9885,13411,5977,12287,13768,7422,5088,9147,9147,4712,7552,10007,2924,8299
13886,953,12088,1507,2958,3228,14596,14500,1139,10578,13881,13007,7347,5134,7015,4576,4393,3914,9332,1983
4596,1247,9661,8278,7349,13280,2727,2302,12436,15599,14772,4587,13869,7430,6096,15826,8410,15580,8464,4095
8840,12605,14076,10396,14202,12908,3943,12708,14602,10744,5672,4258,7368,11838,5252,11529,653,193,2038,9699
2992,13063,13029,8697,12262,11341,1176,8706,8995,4847,4798,16048,9415,8010,11583,15321,5937,10059,8112,8917
4056,8060,14753,10750,489,1862,5852,5812,2857,11193,14414,5364,13350,376,6851,6944,11169,12645,5054,15059
594,3860,9468,11472,11375,3190,11060,7227,14926,13611,6337,10125,757,4855,464,1717,7246,7795,5003,4650
8866,2098,14761,5507,3706,14604,6710,5653,6300,13168,15081,5372,15286,12600,14016,15591,10553,7469,10950,13097
6804,4187,1508,14984,2536,3644,1423,10951,7597,14198,6511,611,9830,6000,11027,13115,9813,8266,15916,2105
13774,3370,633,664,765,13385,12463,13164,6294,12489,7753,7493,11358,13395,98,5920,247,1201,7291,5879
536,1694,12638,9608,8309,1068,2657,4179,11439,1069,6104,10502,13116,15231,2372,3314,9595,3008,12205,6011
12787,15357,13142,6074,10975,5062,12747,7126,14040,11240,6980,11079,5190,7052,8385,5000,3963,1660,11208,5874
4986,12764,14550,5762,8708,1457,15170,14055,20,5859,12284,10631,6993,5538,12454,15191,1550,13956,14184,16049
5252,4338,3484,13053,15642,10047,7259,363,13028,5672,1180,8962,15981,1747,13217,15728,11406,6371,6523,14346
10846,11962,14430,6575,12474,3341,15031,13671,7092,13117,8500,4765,13032,14087,426,9656,7005,7453,12338,5187
38,8546,5750,14926,15315,6718,5205,8810,3118,3792,4965,10700,15686,12262,14537,12885,7067,5911,9684,6558
5003,361,4971,4113,15242,11475,1206,8779,50,14292,6196,7525,1923,6377,9108,11199,1172,14705,651,10798
1216,6816,12903,13333,3039,7711,11519,6422,7848,1869,9114,7571,14034,6170,10144,1135,7211,11068,5805,9910
5644,12822,14972,3614,15104,4982,5854,3507,2321,5679,7744,8964,3470,8885,5669,10268,13491,8772,7602,657
5833,5807,5696,1697,5251,5351,13064,1244,4280,2982,3945,5809,13975,5702,14867,7726,14272,7294,12899,8180
12546,3418,8320,12075,12365,6805,11536,1878,14081,8942,7595,5963,6545,15108,8962,11353,10883,7709,12226,10434
15573,15353,6989,15877,4700,10613,638,5912,4497,4580,627,894,7523,15687,7615,8344,7741,9736,15151,9370
1247,6426,12043,7248,5706,12350,1081,7803,3579,8133,4467,10067,815,1632,14759,7336,10660,7077,14258,15776
15652,824,7681,278,7518,1295,12093,11638,9944,6940,651,5732,1381,10281,9308,6989,5341,3701,7702,2124
11063,3490,2829,11172,10232,15046,2378,705,5290,7416,3912,8429,11275,2138,5125,9298,13829,6391,12936,3005
5930,2426,4820,14678,6171,6197,791,15043,37,9425,251,7234,4276,12755,5060,743,2486,8214,9194,11448
13501,5756,1759,4053,2541,12632,14857,12557,10097,11908,9998,2093,4315,4311,4906,5898,7317,16031,2919,1414
15697,4188,6013,635,6257,4654,4510,3326,7297,4164,12542,1573,2423,777,13781,1677,3455,11704,6550,6826
12048,2994,4354,15460,3549,7540,13835,9272,11491,9990,1786,10561,9936,7007,8010,8778,6298,13898,7319,9622
12754,2594,3319,2577,2606,6256,2384,13734,1579,177,3988,6702,4720,6624,8725,14303,10230,11848,9257,970
2486,2311,12201,295,7603,2310,2368,6995,12503,11511,12307,13021,9413,5237,14166,13739,1730,15080,10796,12172
14583,14229,12101,6269,6333,15812,9243,2665,9096,11063,5681,8165,314,427,6935,8904,8108,15523,7992,7664
6950,11823,12838,13301,1588,6776,7148,5931,1337,14930,15012,3163,15647,3909,14345,3929,2050,12744,1928,9541
6185,15168,15050,11149,11036,15438,12273,14169,5218,15712,7734,9665,742,556,11568,12063,2423,5428,5057,2876
13151,10405,12353,1963,14922,8775,4335,3200,11662,3672,1160,13547,5272,718,5698,11016,3552,4156,788,10932
9571,2524,2320,13273,1191,9955,1799,15694,490,14583,12635,671,14388,14908,9015,5760,1010,8806,6008,6769
8675,5797,7746,15295,15987,13261,2466,15798,15634,14025,3551,12274,9652,1861,15427,190,10218,4232,6753,21
2605,2085,14276,4023,15611,7814,11485,7092,7081,7971,7964,15232,10601,4209,5402,12489,4935,13889,15734,10851
6903,4582,16031,7382,470,8010,12347,14779,10200,9637,1285,15130,9108,2001,11493,11756,12365,5410,15263,1558
6529,7471,4919,11160,9173,13608,11491,5349,11017,13771,8512,4311,8604,8768,6616,6607,3555,2550,4997,7963
9709,2251,7071,8147,12051,2595,13646,8895,4460,5746,10750,14079,207,8515,2021,1199,13437,15147,1524,10399
5518,9669,2882,14635,2440,1524,9950,7818,5114,2852,9965,15171,2905,1614,10705,14812,3912,14299,15859,15413
6617,6356,7724,5822,10272,14667,4675,9903,3966,10763,10759,2649,15632,11552,11033,8671,6365,6264,13892,1308
11162,14523,2054,10545,12672,3254,15659,802,10277,8567,524,9793,12054,7264,301,14717,7938,12684,1812,3887
14854,2973,16016,6452,144,2048,11595,6915,1013,5216,7657,10549,10959,14037,3328,15575,14564,3391,7985,9475
3822,6637,10141,12391,3117,2558,1146,8368,12673,14207,10853,6779,8097,3319,10201,1637,15089,1454,2394,8341
1898,13030,6294,11699,8840,13598,4123,2101,2017,11076,5384,14352,2609,15521,9885,10956,9757,4992,984,10017
10461,11234,8117,5814,10903,13709,15033,8755,12099,15649,6757,7610,1200,1005,7139,5205,8256,1226,4193,867
5243,11748,15004,4460,9923,251,14987,4679,1133,8354,11314,8568,4100,3823,8558,15119,3625,15611,5443,709
4126,1348,5931,14593,324,4818,11779,10973,8052,12737,6294,3360,422,10540,7037,8489,15949,5150,765,13938
8246,1378,6234,10312,10041,8275,12889,10702,3675,281,8166,4176,14292,5277,12781,11995,5367,8850,4271,3839
780,6778,11759,11815,8347,7999,9327,13401,10660,14485,636,14115,793,14723,3835,11240,15700,11222,13654,692
12507,13478,15517,3891,5824,7,148,14637,14290,13204,11295,6754,8155,15537,8403,738,847,7024,5016,15212
12434,9165,11143,13846,5133,362,3605,11043,8236,11415,612,4517,13374,11684,6293,544,9873,12760,426,15850
6593,4777,3951,3119,12666,5716,15539,1824,5761,6110,3094,15797,10826,6972,14004,5518,11196,12895,6213,1895
2193,12309,7048,253,5535,9652,1220,4651,10767,14348,14536,7731,3992,11478,7197,661,6713,12813,13229,14952
531,5996,2107,7985,294,5478,7589,1019,210,15156,61,14385,9223,15239,3756,3545,6210,1586,8253,15879
7437,12373,3490,8970,1987,14478,8054,10884,10802,10961,15751,3888,3814,5212,13646,2481,6409,6771,1029,10019
9915,10315,12322,13809,10713,10008,7150,8698,5949,1449,15584,14804,8195,117,1208,2406,643,14574,968,259
6233,990,14609,4549,15443,4447,7925,14053,2479,6297,10586,7800,10961,766,5557,7635,10863,341,4365,13597
244,14197,11356,2707,14813,10904,10356,3240,6845,13510,5093,12217,5457,9190,2994,4888,5256,8788,5024,15195
8181,9456,527,12239,14812,10070,11834,13696,14764,5607,13962,12287,12140,15048,10919,8948,3964,8069,7884,7334
10805,10042,13306,9159,2393,13211,10840,4586,11675,14424,6007,14120,9492,13935,14298,9134,1603,8982,2049,1538
5236,12461,10938,15101,9376,6134,10344,3289,3593,15928,10743,1613,5872,4138,2916,4792,8722,1813,14646,10718
7205,4811,8655,9067,3188,8264,6882,6700,14880,689,9611,4255,12631,6118,8870,11847,7684,15211,6693,14977
79,8025,11874,13101,11566,13834,10712,15910,14417,11826,9722,14323,13744,13091,3601,15029,391,11279,9315,10347
15445,1240,15706,210,133,3397,15664,4394,13997,12106,8831,9525,2599,3402,703,13333,727,213,7700,8294
4914,13627,12028,9122,6093,15761,11396,13871,5645,4028,2550,9815,6623,13721,3964,1392,2086,7921,13825,6088
11365,5521,6554,5324,13788,12549,3698,7325,8777,1204,3839,10644,15703,11330,13803,13063,9415,11100,12265,14512
12342,7156,11652,8469,3245,7204,9406,3987,3217,14561,1401,7400,5461,2261,4001,4826,3967,2796,5788,738
2105,14362,7365,3496,1098,8426,6767,1850,7252,14542,3141,829,12588,2631,880,14336,8902,2982,1820,708
7984,14971,6985,14130,9629,2226,8220,5687,1573,14538,12934,2740,15828,9437,4401,9882,9544,9886,10538,13038
5270,75,1700,8207,14580,578,14976,11798,3703,8293,14191,1476,13195,8621,2,5496,16045,6619,12182,526
14977,6650,11715,14253,2400,11090,554,4431,6898,2547,2018,437,15935,4164,14226,14529,5545,2652,6304,9367
869,12520,9623,13580,15415,10934,2112,11480,4863,14848,7906,16047,12136,14201,3125,8329,3733,8924,13496,7787
14435,5345,12218,11899,9448,5214,13152,11692,10025,10164,13968,7377,8417,4939,6657,14929,3816,12381,6845,5311
1490,353,12482,7974,15035,6414,11137,6745,6746,7982,6279,9750,9260,5639,10311,4863,15308,9239,13517,15524
2306,7175,14657,12007,8135,6621,8270,15281,15336,5811,7842,9943,8719,12544,3624,926,12000,14146,6312,3094
8849,1613,15301,15716,13748,9104,4820,14696,3089,14010,11669,7745,11960,12459,8892,12041,9465,7296,1404,12813
11038,3927,13443,11500,9127,14026,5688,5846,13345,4231,7014,8479,15065,200,14477,14422,14255,4470,14160,1993
4870,1487,5952,12226,6488,9135,7971,14389,14799,15433,12227,13389,822,2157,12520,13547,470,7909,15306,13196
14902,8819,15510,1501,12695,1711,5752,15303,12975,5367,232,12143,3080,12604,9242,6985,8969,4584,11206,4418
10462,4479,14914,11696,11007,458,10429,314,10746,5,840,10270,14982,5610,5183,8539,4899,14007,9051,6466
8105,12317,7678,947,6365,6588,12094,3739,9204,11496,4128,14728,11492,12473,2346,9752,293,11343,9770,13677
16016,15615,14269,2371,3546,1920,9109,3851,11318,502,13934,4015,9788,3939,7765,15298,14031,11908,14738,932
2321,13953,13910,11041,5434,5280,5164,13196,14991,9878,13507,15724,14211,6077,3063,11140,6830,10541,7666,3689
13466,1030,7785,138,2120,1556,158,10425,12025,3649,6747,3331,14142,1633,14603,3381,9662,1327,14679,15529
3870,4481,13378,5922,2073,7117,2862,9526,5109,2761,10022,141,6363,5211,5371,14977,15044,13849,7422,9461
4127,11606,10160,2345,7973,12694,1113,6254,6138,9922,2057,10523,14564,48,2403,7288,5619,14548,11982,6629
2645,13969,8274,5018,193,7391,3419,13915,14224,12668,7248,15323,8369,12040,12944,10705,2272,3354,9806,12560
11615,5019,12889,15598,6203,6141,3786,1555,8230,14935,6709,13826,12676,7954,427,7488,15478,5163,8539,5241
1668,12449,5932,8091,9693,1312,12274,10518,13317,15532,12692,13358,679,12606,6944,12024,5798,5373,2823,11383
10308,6464,13149,11652,5139,9349,6168,461,3618,12783,10907,3255,5620,12673,10404,6910,3468,1852,11371,9109
8456,4940,11785,2566,2287,9952,8535,775,377,15886,9270,7778,14662,9749,2484,6840,5322,2110,9015,6921
11423,1162,5274,9051,12415,15501,3653,14270,9699,123,12154,13044,7006,14734,4638,2007,5947,9335,13309,819
15389,1758,10080,5689,1313,8112,13669,5575,10674,8197,4250,5130,1049,12342,10884,1817,6506,6644,6530,4020
8397,9688,15401,14099,8842,11674,3202,5363,598,7941,10457,5902,113,13596,15344,5287,7704,9130,4688,1075
3205,3301,10037,10492,13796,11947,6677,6069,12551,5968,11412,8461,15200,14615,10378,10624,10672,6797,9131,5947
11358,3942,11616,14940,12978,2684,15237,5875,3037,12069,8147,8879,10659,4647,8349,2942,6692,13873,15777,13042
7492,3987,12911,2441,3558,12388,15789,1672,9117,6185,7924,12865,14136,11105,6709,3026,15523,7359,10292,11802
11897,6579,12301,7763,2044,12035,5115,498,8884,13524,15215,14623,1321,14141,6404,12019,10416,7092,14019,5251
12103,2681,4571,1547,2232,3519,2427,8726,1067,11236,8682,5918,4980,2564,1402,14489,2089,9542,572,10858
13559,4573,172,10331,1557,16042,9366,15666,10177,8561,7128,8912,10326,10017,6982,14033,14586,13100,10163,7983
15256,3921,10713,13062,8,9662,43,6554,5923,14272,7710,14355,5917,14719,11468,15324,12991,2736,10725,3234
9412,13261,3845,12700,12463,1397,9664,1218,214,1178,11786,5981,7867,11909,7080,6191,4274,11709,12559,529
13677,12197,7296,6125,7330,13563,5491,2892,14039,10433,8735,15680,14244,2810,10755,13994,2809,1354,4834,1139
2435,7915,9430,1149,8551,14369,13545,9231,12062,4718,6045,2683,13938,11770,7148,11622,4005,13716,6005,8160
15211,15345,9946,13901,9522,7879,13410,3809,8772,6122,3632,4574,12514,2047,13899,5194,3262,4995,11097,1061
1606,901,11553,5725,4652,3821,8056,3869,3622,13132,6055,8024,14110,2686,9612,9776,3281,12673,2495,13870
1889,15423,5200,4689,433,8967,1433,13355,9306,4388,595,6796,13284,4086,3254,8087,4643,1548,1617,112
5618,6437,14119,5253,5141,13324,16025,5661,12376,5590,2722,9080,10374,328,5580,7232,1623,14116,1790,9680
9525,9803,6247,1173,9271,15800,2364,15759,8776,7968,4566,5750,4807,2753,3804,862,5786,1500,8663,14142
10458,7781,673,8558,4464,551,349,13350,6228,7445,15739,4657,1162,10902,14974,9415,6173,11862,6551,4091
9499,14871,3222,15368,4284,13037,11724,15126,9322,12570,9956,2395,11555,831,14748,10908,2588,1760,14760,456
5632,2416,15618,9445,76,10603,14717,11702,1559,752,4527,12292,8054,15505,7303,14642,7021,13985,3936,3571
2540,13895,10939,15895,15783,14878,6926,15034,11454,4925,12183,6361,4307,4026,6984,15446,6249,94,1355,2373
2562,15558,13590,15452,8544,807,12512,8936,12334,6348,3619,5640,9849,1256,9191,4001,10954,12279,15504,2484
1220,1871,8513,7671,5586,1093,3868,11437,12228,8116,6872,14652,12619,2470,354,689,318,8293,7576,14054
6662,8319,8848,12811,15711,841,5314,1385,9313,6532,9403,7269,10525,10162,6462,14525,10398,2398,11209,727
1134,8132,4039,1396,11501,15383,10617,4228,6065,8817,13854,2829,4859,278,9294,9039,14627,16023,5999,11646
570,6879,10982,14443,6908,11535,9244,11091,4665,2628,7825,14849,14082,3605,12509,9082,11528,2320,5736,7754
15911,11227,4887,2463,15580,11698,8277,4544,6761,13859,13308,3248,10201,14384,14208,2491,12144,10011,6971,9410
1781,10515,13715,15760,2976,7746,14072,6766,5195,4835,12982,7880,3454,13795,13571,9662,14499,9468,1999,4794
2459,5565,7241,13793,9199,12811,15971,1083,10448,7974,4388,10620,4790,10431,6299,12414,4375,2358,193,5083
7740,2234,2010,8316,6415,3744,8600,4986,9140,15120,429,10042,3090,4188,13395,8810,5912,2382,3083,12431
6278,7441,4754,1661,3428,963,13092,3701,3261,7452,13897,9220,7016,6185,4150,1565,10307,7220,2021,10109
11010,2976,3614,13932,9766,321,136,1587,1830,4076,14764,5620,13983,10268,5912,5534,11008,132,9081,10626
10105,3954,1575,11813,12435,14716,2340,10901,9296,8892,7579,14245,2856,410,3704,15036,15919,13052,13664,10486
9287,333,2807,12850,8079,3584,7112,8231,8448,4637,3585,7617,9450,14216,11990,1207,15795,14828,8714,3727
9025,2058,13415,8715,116,7934,14160,2239,516,5226,1291,15124,9522,36,11304,8917,13773,14463,11188,11011
7616,12929,4194,7101,4624,7807,7597,8295,3021,5347,6754,7314,15872,2419,7062,6135,729,13423,11603,6749
252,8050,3461,8042,2514,1570,13913,4321,7610,4400,5373,3576,1739,4759,8474,10014,11508,15514,4867,6086
75,14695,15818,14801,4643,10445,3633,12163,9567,7821,3795,9982,3853,735,7704,12458,11626,5867,5294,15685
2753,11990,12684,9447,13354,14120,517,11826,9357,15218,3385,211,15834,3202,8395,3875,11526,10737,6916,7674
15883,13404,13679,6034,13883,11728,10263,14939,2571,6808,5130,727,1094,9962,14382,1753,6044,2792,2950,8256
9166,2690,13626,11142,12832,6231,11736,8078,14616,8875,9319,9767,612,4007,11656,13315,15319,10199,14150,1604
13317,11799,14585,13207,15134,5473,6315,371,2297,1042,11313,8922,1692,9811,2992,5078,5330,545,11281,6613
4564,7852,11454,8248,12572,3812,10048,12081,5685,11587,387,6910,831,15002,7279,7753,1690,680,9531,7732
4480,9266,414,2424,774,977,9029,3270,5937,1209,12636,9119,4036,14340,3077,13201,14020,7746,9912,5336
11764,1994,6517,9510,13501,15144,5598,8181,14600,15478,5920,13859,15734,6573,11398,14894,13840,1461,15436,2913
876,7190,7743,126,12329,11704,13675,14331,11720,4397,7893,14976,5598,12907,2451,3497,4930,14599,13525,4294
4327,4155,6990,47,11931,11247,2447,10325,13639,14766,7075,21,6049,8462,15550,5354,7716,8321,15174,5087
776,6928,5011,11965,3256,15048,14255,4732,52,10804,5120,10255,9091,869,7666,10659,6714,9961,8108,14597
3926,609,6407,8988,254,2055,4353,4472,15351,905,14321,6184,7164,1417,172,12185,733,6690,2743,11249
5857,3639,2408,11343,2770,488,6761,9775,13988,15087,9565,15568,9490,4706,11006,1800,2106,8641,7765,5820
9041,4157,12712,6026,868,6130,10208,11571,11019,11286,7961,6101,4623,10435,9196,1146,4576,16057,3566,9257
8458,5326,12647,14329,38,11981,8916,1219,4324,971,4251,2104,3617,13636,1008,12370,5033,1447,3031,3803
11948,672,7055,14154,5389,792,4637,7114,12953,2610,3841,13182,6739,4198,367,6063,2087,2595,2562,6161
6249,15082,8637,15544,2448,15514,8714,12375,1763,8978,2816,6661,7417,15243,6249,13163,11340,7548,6237,13295
6652,3170,9349,7705,15849,10315,11627,15306,3555,9620,14367,10298,10197,6651,4527,1858,13581,7745,8952,6048
1495,2869,9718,5674,7374,6667,407,6899,6057,14404,12377,10582,783,12189,9792,4312,8506,2925,10073,12597
10146,11385,9847,9907,15660,12602,10522,3794,12496,5753,2403,357,13375,2729,14363,4403,644,1457,10500,13913
10010,2881,5783,14246,2390,4479,1121,12514,6726,2681,13025,10324,8732,10543,9335,612,6028,9984,13564,15765
4916,9279,8054,11320,13763,11094,8632,1742,2143,5154,11157,8825,6785,14526,1851,7502,3766,8231,8978,5851
7514,3588,14127,16,4491,15088,15790,9158,3226,12213,9305,5917,13860,10167,5797,8067,4156,8890,5658,12719
15456,12782,216,7438,13678,3826,15114,9454,4226,10596,1277,12987,10298,8423,8354,4961,9273,13281,1640,7409
11421,8942,4373,3196,5370,2123,2260,10931,13200,14503,14125,7648,11557,14358,4799,3989,12691,6860,12817,13715
13024,1589,15230,2302,4105,15483,15589,9792,10920,13518,4765,1044,14255,2963,11243,7140,6399,7119,723,9131
6195,3477,10406,7642,14040,11558,4091,7353,9829,4510,15140,8227,5105,11640,14479,7613,1404,12870,7762,15174
7407,10662,484,6107,4537,6310,5030,1454,15056,8970,2821,3403,3807,16040,12834,14954,580,5257,15396,7373
15062,2233,5020,12579,13787,4397,2146,13453,8632,5958,8506,12823,7706,9032,6340,11223,7852,13043,2311,7887
9429,8849,7273,1936,7960,14394,3022,10834,10436,5907,3052,14341,15353,13924,15909,14982,9696,7137,1679,8229
5049,7602,7538,8514,13661,7796,12344,4840,3160,7047,13827,5569,15063,13961,11441,10287,14128,6041,14908,7710
14612,9526,6672,15653,4926,9615,14832,14310,5227,4521,248,2932,3094,3018,15525,13082,6696,1341,4707,6128
3917,8269,12485,14418,15380,3214,1141,15144,13172,4069,15601,4748,1847,7605,11256,8915,2168,14443,8062,9898
11838,6477,8104,481,3977,7121,4377,14114,9428,4890,11461,1948,6967,13234,3355,3178,10441,8709,15875,9715
5000,4996,6772,11961,1668,6833,3837,6466,1621,11042,12792,12040,9959,6489,15579,1422,6918,3675,8165,9981
8173,2413,2083,2138,1156,9134,7216,12978,6991,8302,2762,11539,6258,12488,14838,14410,3332,1103,3261,2570
10288,13776,15915,6346,12722,5028,3907,7800,4319,5400,12849,4966,12607,13382,14489,6976,5291,7586,15920,1179
9994,1562,15508,10478,5360,6500,477,14476,8588,9287,3331,14496,12388,226,10453,7039,7196,3586,10162,4970
12465,10715,2546,7006,3777,7775,4649,1525,15345,9805,8261,10306,3524,9264,5361,5101,4574,13690,12609,4121
2691,13670,5174,14906,12132,3182,15794,10128,5494,7818,15968,4639,10633,3665,12675,11011,14977,8757,15056,4037
8889,9100,11881,4762,1511,16043,4985,167,10657,0,11890,1498,2530,10034,15766,14067,1781,7420,1565,1882
9963,2719,1010,10554,11503,5686,15972,8177,8847,2992,285,11099,5842,2893,3982,5466,2702,4203,8230,14108
1519,1298,10995,1997,6338,12001,664,15420,4500,9327,6288,9478,10471,5296,8185,9395,10322,9770,7543,291
15539,10862,13084,2014,6065,13028,15007,3542,8306,1737,9110,9347,15543,9408,13153,13370,2578,15237,6220,10379
13680,5062,6665,3235,1172,12325,3965,11737,7968,1338,7665,6864,14734,1764,16004,5759,13368,14232,2074,6413
4847,7354,2465,15214,9977,7284,15379,5725,9342,7019,1736,8853,11720,8619,9221,1646,8398,9084,14860,14754
