group_0,group_1,group_2,group_3,group_4,group_5,group_6,group_7,group_8,group_9,group_10,group_11,group_12,group_13,group_14,group_15,group_16,group_17,group_18,group_19
519,918,136,565,266,1247,1133,44,1074,742,1351,1386,762,381,740,298,272,771,447,739
313,999,1225,272,100,1047,757,930,634,1220,329,1272,101,223,1116,1260,1083,1184,45,684
1029,380,83,403,237,150,208,790,308,162,1134,439,1094,723,584,819,105,917,869,482
213,394,420,154,192,1058,949,767,894,1207,1036,768,98,189,927,1384,1380,795,1291,765
291,990,650,143,280,1234,859,851,194,1306,937,914,790,707,1035,362,269,894,1314,402
940,363,1294,1437,270,1394,819,1262,1291,1423,1386,1397,737,591,272,75,1140,210,422,1279
680,885,939,1013,602,640,1095,814,1076,1287,282,69,85,1026,589,560,289,326,846,228
393,703,714,1360,1130,1005,910,58,900,302,79,555,1000,389,379,733,716,1079,232,1102
741,702,399,496,1114,574,77,1092,1402,75,1283,759,1130,1054,879,911,285,1305,1365,666
1351,864,644,411,1133,636,25,172,93,79,1419,264,756,383,61,1006,1198,939,438,343
19,489,131,1282,766,270,410,1293,362,977,448,385,1249,49,122,1383,123,1408,1147,415
1394,837,1262,386,483,646,1205,1073,1270,1134,1365,1137,429,831,161,327,1416,920,1058,701
884,1071,163,571,1384,713,1416,261,378,220,97,25,539,1149,717,514,366,329,439,860
3,177,389,481,811,647,745,871,1342,91,660,984,296,334,306,39,498,496,173,597
1436,431,305,1112,1371,1332,814,271,415,1345,1277,818,352,1031,444,1310,442,456,269,1068
89,993,1181,199,4,709,310,798,1247,939,1064,43,764,336,547,374,1258,1382,999,1030
1021,205,1248,1392,809,732,986,428,245,531,157,31,192,82,669,360,391,1111,1271,179
346,451,1195,367,175,568,1126,1415,310,822,1420,408,580,494,1215,1151,617,1170,322,327
912,651,410,1126,193,113,835,1040,100,391,1248,1031,637,1120,5,1283,636,1263,140,1325
173,274,240,1128,38,211,54,6,997,881,831,1039,61,1172,1104,204,57,1197,924,363
1058,237,899,510,127,923,711,1042,152,574,1341,482,213,841,1044,392,1019,1028,1338,1302
641,863,617,398,408,1062,764,20,439,1258,337,440,547,721,138,499,1080,1434,620,477
412,577,326,996,973,763,660,248,158,1036,257,467,424,151,641,980,168,16,170,489
120,334,827,335,1431,605,950,1375,120,304,968,568,1328,1309,1321,791,979,940,577,999
490,248,386,291,594,219,1024,1185,646,318,825,808,995,300,818,268,908,214,328,244
372,18,384,264,155,1249,852,1061,1294,400,501,660,540,754,87,199,1432,706,79,396
695,806,76,422,688,145,1343,1165,1314,44,471,539,1233,52,1342,1123,398,742,299,359
1258,573,1023,233,1079,503,1245,869,392,54,209,254,571,1038,30,1066,365,107,1167,617
168,385,445,1090,211,836,1100,332,1258,1194,320,384,33,1282,791,387,353,556,241,1297
61,1224,1328,441,358,1149,12,919,749,1116,401,701,666,115,594,962,758,231,845,357
539,954,417,1390,313,171,855,577,70,487,788,57,1392,1191,22,786,553,854,365,189
698,15,418,930,1246,4,266,105,282,64,1114,961,942,772,987,1158,35,1412,307,1433
1169,338,143,195,804,428,145,47,796,548,822,602,387,184,954,959,75,379,645,1113
911,1384,704,250,1101,57,1223,269,318,778,996,247,254,421,1355,1351,958,181,758,1010
1080,781,705,642,1159,600,760,1402,535,381,535,1418,1013,516,838,932,651,750,50,864
1222,1047,182,314,303,158,1332,250,450,1366,649,1073,327,502,276,1372,432,306,1313,1406
41,1352,245,1381,869,185,721,906,498,35,205,662,722,1296,1351,257,83,1219,122,1025
1201,1117,387,1002,1395,1276,58,932,1364,1147,883,638,986,329,900,766,1333,404,699,113
569,47,834,162,146,89,1062,538,447,717,758,845,321,802,1157,730,1301,597,258,1168
749,176,128,502,847,469,524,905,853,799,1157,166,932,1329,667,1182,242,1379,406,510
1278,1353,37,453,1047,698,464,1277,549,472,565,6,106,436,783,727,504,418,1259,48
823,323,1377,1006,503,88,962,335,733,172,1360,1298,1127,55,235,1126,570,664,426,852
1430,1214,1079,485,355,356,121,1155,852,422,1151,1155,1116,901,194,213,654,738,894,515
1239,1361,1438,56,528,1366,406,725,969,1332,1039,188,991,1089,1077,915,444,1020,12,688
1357,400,839,722,1119,139,1353,227,1392,997,750,1316,1011,128,435,1379,211,237,1297,1309
515,95,1367,356,800,648,1358,1438,790,332,1398,1231,618,879,1365,424,103,530,1076,1236
71,1153,73,980,272,234,490,310,615,899,795,347,719,951,333,1345,136,562,766,1063
1277,1103,806,530,1394,1367,917,389,1387,295,309,1317,606,750,196,89,1158,586,1018,588
688,1354,479,936,828,838,400,362,1319,1358,1416,492,1023,1192,1182,146,106,1311,1424,973
308,1075,9,1423,343,1356,850,741,1015,613,1105,167,235,794,1119,149,567,966,604,438
1426,1400,21,1073,1309,468,676,693,661,395,342,884,850,190,405,1248,371,678,767,1263
546,841,1059,1432,896,891,101,32,1102,132,77,658,117,985,209,1316,650,873,283,84
92,1349,304,1140,271,75,952,651,611,1237,1418,613,605,1240,11,380,397,336,451,420
816,204,239,690,329,196,1421,1225,721,298,1367,1117,1408,1252,1081,743,689,1433,950,899
344,101,1364,793,838,655,1173,324,505,589,160,919,125,1281,1403,905,782,191,303,593
309,258,345,1317,1083,202,590,508,156,560,1268,976,487,1035,1067,1299,337,657,1140,316
145,264,943,863,826,796,820,415,345,1084,1424,632,948,158,551,637,118,312,1120,1154
994,320,75,1373,1415,915,681,836,1148,42,75,1287,1173,952,416,865,412,594,608,1197
1185,1131,1417,347,868,49,989,1322,1359,594,1171,1404,1177,212,858,692,6,716,66,990
368,649,845,664,1332,93,1260,1424,597,58,789,999,1124,1007,943,697,483,1030,1163,117
1311,548,416,1284,318,739,635,1070,543,662,150,570,38,1131,200,15,222,267,928,1292
1327,700,40,608,1391,530,1293,495,1044,609,46,106,1135,1032,1286,1392,742,1082,725,86
679,318,847,681,460,583,237,383,738,577,855,1096,1044,1270,1385,132,610,315,873,545
1139,1203,172,1027,1053,550,21,1358,1415,1073,1346,942,1411,1188,143,112,1357,320,1403,905
806,1036,385,634,856,989,124,1408,633,18,449,350,339,170,261,1001,1384,104,353,1233
1171,785,902,50,456,278,504,400,199,1383,459,1083,938,369,951,881,1332,989,895,122
768,1409,958,35,770,28,482,1404,932,802,713,686,1436,1341,285,821,1181,1328,89,1395
464,1053,1409,219,1062,1170,959,660,76,1387,962,688,262,749,100,435,1266,1402,199,1374
1427,377,730,606,883,190,1124,735,990,947,723,242,1061,1303,447,418,1352,474,1125,165
335,1112,215,450,385,51,716,49,519,10,1061,516,686,341,1026,1196,1331,459,1428,923
288,252,565,910,220,110,530,1373,1193,290,1270,707,511,1396,550,686,30,796,445,1143
1096,933,1329,137,728,1319,842,1167,233,271,947,392,116,1336,75,488,776,533,1289,654
197,958,1168,550,52,264,150,1350,188,956,597,125,39,525,1246,515,562,585,3,282
1300,750,291,1093,1301,699,336,1160,624,169,1091,405,521,587,393,474,1283,646,522,1104
635,895,499,440,648,1378,783,920,1330,376,1077,268,1338,958,634,681,99,568,371,1065
771,571,933,352,937,1140,806,1405,421,660,589,689,420,1369,1120,1254,1128,1144,1301,485
575,945,429,1256,703,975,1019,853,732,393,452,1366,1018,1328,198,55,1370,811,1186,876
1077,1062,1003,612,44,848,163,1368,1295,1083,719,545,27,505,698,866,1255,243,589,1261
442,1141,1370,519,142,1286,460,216,455,1322,363,730,642,652,284,42,274,59,235,1022
133,339,699,1071,238,37,6,808,192,1113,235,536,971,1109,1163,1074,837,357,1358,1358
262,607,454,169,825,747,571,308,1216,125,1220,453,575,426,1170,923,1176,227,452,431
685,586,654,961,1088,53,932,534,527,77,362,983,480,30,1040,381,843,532,668,930
632,1421,166,1294,1003,571,207,1027,458,503,763,810,486,1231,627,1330,109,1210,21,474
815,311,451,927,898,1396,994,120,57,1097,141,132,959,139,845,975,1009,845,106,797
101,459,825,1342,723,410,983,1207,642,1088,185,1402,1393,989,619,1222,251,55,941,671
119,111,475,1050,1146,1309,362,1178,1080,460,76,781,384,1267,454,4,322,563,90,1213
1301,328,223,944,832,859,607,1182,1177,207,252,164,516,11,1363,1207,1109,1244,613,1300
370,398,1129,1341,606,314,1183,1242,1109,830,684,1144,121,638,1369,747,492,229,1232,1079
1346,23,1261,383,839,383,463,549,215,473,917,589,210,529,494,135,367,221,818,1324
593,561,320,1218,746,1397,1031,891,1344,784,653,1334,1396,370,1086,1363,993,773,622,473
315,150,1341,384,988,554,997,667,557,59,182,287,90,304,1025,1312,609,617,527,301
128,1232,1222,1201,565,1060,444,1014,1166,1035,465,99,293,965,759,1199,133,1113,288,492
643,773,977,523,670,901,439,497,976,967,420,560,1101,131,821,1036,465,1247,461,809
222,913,889,792,1145,1004,707,285,1230,1437,1349,1015,437,575,1435,1238,328,297,798,981
261,56,947,362,610,1120,158,214,197,595,731,692,362,301,387,589,738,610,1399,251
363,1415,96,1389,1054,317,795,1369,1343,1364,892,296,1267,1005,800,1156,762,14,1304,725
558,287,149,462,1050,656,781,1131,719,776,1336,639,1213,160,465,522,62,919,260,150
529,1250,890,246,403,663,440,610,841,336,547,217,147,164,247,813,547,703,92,153
461,1259,1357,773,391,1242,717,537,449,1111,181,1286,271,1041,1193,925,967,784,636,878
1109,46,669,1333,26,123,858,807,1035,399,26,1191,811,332,325,10,1037,753,781,344
986,1351,1288,620,572,415,1356,765,275,865,494,402,219,225,788,120,790,1315,697,123
347,1218,90,605,1231,1051,1021,1166,228,1302,1395,388,864,1393,0,30,580,78,264,751
1318,633,659,323,104,968,259,528,1062,541,297,48,432,1424,368,335,146,778,397,253
479,860,1058,1181,802,80,644,408,768,1328,1380,839,923,315,16,484,722,360,904,397
1017,253,1082,1311,588,224,370,154,801,1396,705,893,723,1428,994,772,1287,883,1438,911
456,143,351,409,704,700,353,1113,902,691,523,1427,1245,996,831,361,596,560,1412,780
568,1014,1403,842,152,787,166,1022,848,3,402,272,1149,493,797,25,440,659,453,855
791,883,159,1352,907,851,796,922,37,844,1359,1345,37,656,826,753,1107,993,139,382
1413,1041,1283,397,999,952,1294,1088,548,562,903,178,1146,1202,1156,63,11,283,860,1015
21,797,1154,148,471,1371,151,1411,889,499,881,1140,1206,474,1016,808,1252,842,76,162
1347,605,547,1159,323,389,890,130,1088,907,447,557,294,193,626,1143,1082,1115,332,1073
310,482,70,1216,1036,1214,1433,1162,368,312,543,1384,963,57,665,398,816,330,172,1061
531,292,259,101,139,809,977,844,169,877,355,541,479,491,799,908,1047,725,744,987
801,475,1419,363,216,257,395,445,465,647,1242,1363,154,1353,68,292,1407,1427,134,298
225,672,400,159,469,1190,832,372,693,557,510,825,1304,932,417,54,1133,263,250,697
707,667,1404,960,1288,149,741,1304,930,1071,180,904,243,950,489,1116,387,371,592,1327
439,465,999,566,791,178,1255,1094,1242,1305,203,351,1271,662,1323,564,912,44,388,1041
972,639,1017,779,736,1240,93,1409,667,807,15,727,883,1096,741,800,678,26,88,982
415,717,577,1411,1317,414,414,645,0,433,1055,485,518,870,1352,1152,60,1293,1054,296
237,241,359,812,1113,628,232,1366,469,1236,716,371,846,563,764,1012,777,1341,1199,610
131,1111,562,193,871,1386,848,1298,448,547,646,362,643,107,71,77,1042,152,495,1136
1101,658,574,1292,1294,1171,84,160,189,1095,473,323,400,1146,1162,976,831,363,925,428
618,1268,453,1394,979,1245,75,1418,1091,459,303,1388,198,690,25,565,425,303,889,119
1005,308,819,434,663,1439,294,1355,213,712,1040,920,708,480,1373,877,1312,139,138,203
431,1299,30,1072,1381,563,1128,616,1187,431,479,1251,76,816,892,495,1029,1268,1268,1210
580,638,1095,1009,754,1025,913,81,989,634,1381,882,1214,432,928,601,592,1262,1270,1427
298,1177,287,1418,796,857,108,175,337,689,613,817,1118,698,137,553,475,983,948,11
331,870,1016,883,621,687,784,855,817,1079,127,530,793,1313,926,914,922,27,934,212
584,1324,1155,229,445,373,56,460,812,949,389,449,838,1006,605,757,1193,509,879,886
889,780,1426,943,1021,122,990,1107,601,504,1133,1350,631,1164,840,1435,910,1224,1389,986
275,1328,1123,369,1346,197,213,945,929,1379,187,469,902,668,875,475,1142,1185,1156,1421
239,818,1405,1387,1315,997,1202,1203,835,369,677,113,782,905,399,356,220,383,558,1151
1418,1006,1346,419,485,47,246,740,124,282,1405,1099,305,1319,1097,1387,986,1112,567,907
634,74,160,256,1412,874,401,1098,629,116,484,1332,212,1002,310,354,525,643,68,52
987,531,439,281,516,944,69,373,480,1002,112,238,508,1288,766,1030,1395,526,1176,856
406,229,904,70,9,252,1093,639,216,269,359,1209,20,1321,1142,1179,970,1416,954,1422
342,737,1175,1142,1277,668,614,582,1167,244,576,295,175,604,4,683,1077,1415,764,283
1237,1364,896,1167,989,513,597,1180,434,476,652,1168,1081,524,275,1328,1170,653,966,470
480,161,961,283,734,1336,547,760,888,537,256,1215,1114,1225,981,1418,107,1123,1241,1188
362,190,284,644,958,1084,704,410,551,916,526,1330,936,878,509,767,619,162,1008,1264
1001,50,910,567,1135,1346,1135,295,1105,416,1219,722,577,7,906,957,836,1200,143,541
195,1413,232,831,150,248,1220,931,1290,513,3,887,434,954,1094,236,148,87,206,378
1026,560,525,201,748,701,245,1223,1006,980,156,619,849,574,413,115,532,1087,261,258
910,519,393,976,43,497,935,305,745,190,192,546,1433,1100,415,758,1278,1317,678,1072
831,880,79,652,613,405,1251,419,998,1294,440,829,274,848,712,88,990,902,127,1291
1391,84,1339,1049,250,871,1431,338,779,223,259,1125,1275,636,199,1107,903,1135,454,464
1279,1094,620,406,170,864,748,1388,1036,831,973,1078,234,939,604,547,1376,859,52,194
